braker_gene	braker_transcript	SSTP_gene	SSTP_transcript
g10337	g10337.t1	SSTP_0001119600	SSTP_0001119600.1
g10338	g10338.t1	SSTP_0001119500	SSTP_0001119500.1
g10339	g10339.t1	SSTP_0001119400	SSTP_0001119400.1
g1034	g1034.t1	SSTP_0000319400	SSTP_0000319400.1
g10340	g10340.t1	SSTP_0001119300	SSTP_0001119300.1
g10341	g10341.t1	SSTP_0001119200	SSTP_0001119200.1
g10342	g10342.t1	SSTP_0001119100	SSTP_0001119100.1
g10343	g10343.t1	SSTP_0001119000	SSTP_0001119000.1
g10344	g10344.t1	SSTP_0001118900	SSTP_0001118900.1
g10345	g10345.t1	SSTP_0001118800	SSTP_0001118800.1
g10346	g10346.t1	SSTP_0001118700	SSTP_0001118700.1
g10347	g10347.t1	SSTP_0001118600	SSTP_0001118600.1
g10348	g10348.t1	SSTP_0001118500	SSTP_0001118500.1
g10349	g10349.t1	SSTP_0001118400	SSTP_0001118400.1
g1035	g1035.t1	SSTP_0000319500	SSTP_0000319500.1
g10350	g10350.t1	SSTP_0001118300	SSTP_0001118300.1
g10351	g10351.t1	SSTP_0001118200	SSTP_0001118200.1
g10351	g10351.t2	SSTP_0001118200	SSTP_0001118200.1
g10351	g10351.t3	SSTP_0001118200	SSTP_0001118200.1
g10352	g10352.t1	SSTP_0001118100	SSTP_0001118100.1
g10352	g10352.t2	SSTP_0001118100	SSTP_0001118100.1
g10353	g10353.t1	SSTP_0001118000	SSTP_0001118000.1
g10354	g10354.t1	SSTP_0001117900	SSTP_0001117900.1
g10355	g10355.t1	SSTP_0001117800	SSTP_0001117800.1
g10356	g10356.t1	SSTP_0001117700	SSTP_0001117700.1
g10357	g10357.t1	SSTP_0001117600	SSTP_0001117600.1
g10358	g10358.t1	SSTP_0000831100	SSTP_0000831100.1
g10359	g10359.t1	SSTP_0000679700	SSTP_0000679700.1
g1036	g1036.t1	SSTP_0000319600	SSTP_0000319600.1
g10360	g10360.t1	SSTP_0000985000	SSTP_0000985000.1
g10361	g10361.t1	SSTP_0000452900	SSTP_0000452900.1
g10362	g10362.t1	SSTP_0000031625	SSTP_0000031625.1
g10363	g10363.t1	SSTP_0001213750	SSTP_0001213750.1
g10364	g10364.t1	SSTP_0000452900	SSTP_0000452900.1
g10365	g10365.t1	SSTP_0000974400	SSTP_0000974400.1
g10365	g10365.t2	SSTP_0000974400	SSTP_0000974400.1
g10366	g10366.t1	SSTP_0001284000	SSTP_0001284000.1
g10367	g10367.t1	SSTP_0000421000	SSTP_0000421000.1
g10368	g10368.t1	SSTP_0001128200	SSTP_0001128200.1
g10369	g10369.t1	SSTP_0000745900	SSTP_0000745900.1
g1037	g1037.t1	SSTP_0000319700	SSTP_0000319700.1
g10370	g10370.t1	SSTP_0000521500	SSTP_0000521500.1
g10371	g10371.t1	SSTP_0000509800	SSTP_0000509800.1
g10372	g10372.t1	SSTP_0000475200	SSTP_0000475200.1
g10373	g10373.t1	SSTP_0000475100	SSTP_0000475100.1
g10374	g10374.t1	SSTP_0000475000	SSTP_0000475000.1
g10375	g10375.t1	SSTP_0000474800	SSTP_0000474800.1
g10376	g10376.t1	SSTP_0000474700	SSTP_0000474700.1
g10377	g10377.t1	SSTP_0000474600	SSTP_0000474600.1
g10378	g10378.t1	SSTP_0000474500	SSTP_0000474500.1
g10379	g10379.t1	SSTP_0000474400	SSTP_0000474400.1
g10379	g10379.t2	SSTP_0000474400	SSTP_0000474400.1
g10379	g10379.t3	SSTP_0000474400	SSTP_0000474400.1
g1038	g1038.t1	SSTP_0000319800	SSTP_0000319800.1
g10380	g10380.t1	SSTP_0000474300	SSTP_0000474300.1
g10381	g10381.t1	SSTP_0000474200	SSTP_0000474200.1
g10382	g10382.t1	SSTP_0000474100	SSTP_0000474100.1
g10383	g10383.t1	SSTP_0000474000	SSTP_0000474000.1
g10384	g10384.t1	SSTP_0000473900	SSTP_0000473900.1
g10384	g10384.t2	SSTP_0000473900	SSTP_0000473900.1
g10385	g10385.t1	SSTP_0000473800	SSTP_0000473800.1
g10386	g10386.t1	SSTP_0000473700	SSTP_0000473700.1
g10387	g10387.t1	SSTP_0000473600	SSTP_0000473600.1
g10388	g10388.t1	SSTP_0000473500	SSTP_0000473500.1
g10388	g10388.t2	SSTP_0000473500	SSTP_0000473500.1
g10388	g10388.t3	SSTP_0000473500	SSTP_0000473500.1
g10388	g10388.t4	SSTP_0000473500	SSTP_0000473500.1
g10388	g10388.t5	SSTP_0000473500	SSTP_0000473500.1
g10388	g10388.t6	SSTP_0000473500	SSTP_0000473500.1
g10388	g10388.t7	SSTP_0000473500	SSTP_0000473500.1
g10388	g10388.t8	SSTP_0000473500	SSTP_0000473500.1
g10389	g10389.t1	SSTP_0000473400	SSTP_0000473400.1
g10389	g10389.t2	SSTP_0000473400	SSTP_0000473400.1
g1039	g1039.t1	SSTP_0000319900	SSTP_0000319900.1
g10390	g10390.t1	SSTP_0000473300	SSTP_0000473300.1
g10391	g10391.t1	SSTP_0000473200	SSTP_0000473200.1
g10392	g10392.t1	SSTP_0000473100	SSTP_0000473100.1
g10393	g10393.t1	SSTP_0000472900	SSTP_0000472900.1
g10394	g10394.t1	SSTP_0000472800	SSTP_0000472800.1
g10395	g10395.t1	SSTP_0000472700	SSTP_0000472700.1
g10396	g10396.t1	SSTP_0000472600	SSTP_0000472600.1
g10397	g10397.t1	SSTP_0000472500	SSTP_0000472500.1
g10398	g10398.t1	SSTP_0000472400	SSTP_0000472400.1
g10399	g10399.t1	SSTP_0000472300	SSTP_0000472300.1
g104	g104.t1	SSTP_0000524600	SSTP_0000524600.1
g1040	g1040.t1	SSTP_0000320400	SSTP_0000320400.1
g1040	g1040.t2	SSTP_0000320200	SSTP_0000320200.1
g10400	g10400.t1	SSTP_0000472200	SSTP_0000472200.1
g10401	g10401.t1	SSTP_0000472100	SSTP_0000472100.1
g10401	g10401.t2	SSTP_0000472100	SSTP_0000472100.1
g10402	g10402.t1	SSTP_0000472000	SSTP_0000472000.1
g10402	g10402.t2	SSTP_0000472000	SSTP_0000472000.1
g10403	g10403.t1	SSTP_0000471900	SSTP_0000471900.1
g10404	g10404.t1	SSTP_0000471800	SSTP_0000471800.1
g10405	g10405.t1	SSTP_0000471700	SSTP_0000471700.1
g10406	g10406.t1	SSTP_0001090700	SSTP_0001090700.1
g10407	g10407.t1		
g10408	g10408.t1	SSTP_0000471400	SSTP_0000471400.1
g10409	g10409.t1	SSTP_0000471300	SSTP_0000471300.1
g1041	g1041.t1	SSTP_0000320300	SSTP_0000320300.1
g10410	g10410.t1	SSTP_0000471200	SSTP_0000471200.1
g10411	g10411.t1	SSTP_0000471100	SSTP_0000471100.1
g10412	g10412.t1	SSTP_0000471000	SSTP_0000471000.1
g10413	g10413.t1	SSTP_0000470900	SSTP_0000470900.1
g10414	g10414.t1	SSTP_0000470800	SSTP_0000470800.1
g10415	g10415.t1	SSTP_0000470700	SSTP_0000470700.1
g10416	g10416.t1	SSTP_0000470600	SSTP_0000470600.1
g10417	g10417.t1	SSTP_0000470500	SSTP_0000470500.1
g10417	g10417.t2	SSTP_0000470500	SSTP_0000470500.1
g10418	g10418.t1	SSTP_0000470400	SSTP_0000470400.1
g10418	g10418.t2	SSTP_0000470400	SSTP_0000470400.1
g10419	g10419.t1	SSTP_0000470300	SSTP_0000470300.1
g1042	g1042.t1	SSTP_0000320500	SSTP_0000320500.1
g10420	g10420.t1	SSTP_0000470200	SSTP_0000470200.1
g10421	g10421.t1	SSTP_0000470100	SSTP_0000470100.1
g10422	g10422.t1	SSTP_0000470000	SSTP_0000470000.1
g10423	g10423.t1	SSTP_0000469900	SSTP_0000469900.1
g10424	g10424.t1	SSTP_0000469800	SSTP_0000469800.1
g10425	g10425.t1	SSTP_0000469700	SSTP_0000469700.1
g10426	g10426.t1	SSTP_0000351000	SSTP_0000351000.1
g10427	g10427.t1	SSTP_0000469600	SSTP_0000469600.1
g10428	g10428.t1	SSTP_0000469500	SSTP_0000469500.1
g10429	g10429.t1	SSTP_0000469400	SSTP_0000469400.1
g1043	g1043.t1	SSTP_0000320600	SSTP_0000320600.1
g10430	g10430.t1	SSTP_0000466200	SSTP_0000466200.1
g10431	g10431.t1	SSTP_0000469200	SSTP_0000469200.1
g10432	g10432.t1	SSTP_0000469100	SSTP_0000469100.1
g10433	g10433.t1	SSTP_0000469000	SSTP_0000469000.1
g10434	g10434.t1	SSTP_0000468900	SSTP_0000468900.1
g10435	g10435.t1	SSTP_0000468800	SSTP_0000468800.1
g10436	g10436.t1	SSTP_0000468700	SSTP_0000468700.1
g10437	g10437.t1	SSTP_0000468600	SSTP_0000468600.1
g10438	g10438.t1	SSTP_0000468400	SSTP_0000468400.1
g10439	g10439.t1	SSTP_0000468300	SSTP_0000468300.1
g10439	g10439.t2	SSTP_0000468300	SSTP_0000468300.1
g1044	g1044.t1	SSTP_0000320700	SSTP_0000320700.1
g1044	g1044.t2	SSTP_0000320700	SSTP_0000320700.1
g10440	g10440.t1	SSTP_0000468250	SSTP_0000468250.1
g10440	g10440.t2	SSTP_0000468250	SSTP_0000468250.1
g10441	g10441.t1	SSTP_0000468100	SSTP_0000468100.1
g10442	g10442.t1	SSTP_0000467900	SSTP_0000467900.1
g10443	g10443.t1	SSTP_0000467700	SSTP_0000467700.1
g10444	g10444.t1	SSTP_0000467600	SSTP_0000467600.1
g10445	g10445.t1	SSTP_0000001475	SSTP_0000001475.1
g10446	g10446.t1	SSTP_0000467400	SSTP_0000467400.1
g10447	g10447.t1	SSTP_0000467300	SSTP_0000467300.1
g10448	g10448.t1	SSTP_0000467200	SSTP_0000467200.1
g10449	g10449.t1	SSTP_0000467100	SSTP_0000467100.1
g1045	g1045.t1	SSTP_0000320900	SSTP_0000320900.1
g10450	g10450.t1	SSTP_0000467000	SSTP_0000467000.1
g10451	g10451.t1	SSTP_0000466900	SSTP_0000466900.1
g10452	g10452.t1	SSTP_0000466800	SSTP_0000466800.1
g10453	g10453.t1	SSTP_0000466700	SSTP_0000466700.1
g10454	g10454.t1	SSTP_0000831100	SSTP_0000831100.1
g10455	g10455.t1	SSTP_0000831100	SSTP_0000831100.1
g10456	g10456.t1	SSTP_0000831100	SSTP_0000831100.1
g10457	g10457.t1	SSTP_0000679700	SSTP_0000679700.1
g10458	g10458.t1		
g10459	g10459.t1		
g1046	g1046.t1	SSTP_0000321000	SSTP_0000321000.1
g10460	g10460.t1	SSTP_0000452900	SSTP_0000452900.1
g10461	g10461.t1	SSTP_0000031625	SSTP_0000031625.1
g10462	g10462.t1	SSTP_0000649400	SSTP_0000649400.1
g10463	g10463.t1	SSTP_0001028500	SSTP_0001028500.1
g10464	g10464.t1	SSTP_0001028400	SSTP_0001028400.1
g10465	g10465.t1	SSTP_0001028300	SSTP_0001028300.1
g10466	g10466.t1	SSTP_0001028200	SSTP_0001028200.1
g10467	g10467.t1	SSTP_0001028200	SSTP_0001028200.1
g10468	g10468.t1	SSTP_0001028000	SSTP_0001028000.1
g10469	g10469.t1	SSTP_0001027900	SSTP_0001027900.1
g1047	g1047.t1	SSTP_0000321100	SSTP_0000321100.1
g10470	g10470.t1	SSTP_0001027800	SSTP_0001027800.1
g10471	g10471.t1	SSTP_0001027700	SSTP_0001027700.1
g10472	g10472.t1		
g10473	g10473.t1	SSTP_0001027500	SSTP_0001027500.1
g10474	g10474.t1	SSTP_0001027400	SSTP_0001027400.1
g10475	g10475.t1	SSTP_0001027300	SSTP_0001027300.1
g10476	g10476.t1	SSTP_0001027200	SSTP_0001027200.1
g10476	g10476.t2	SSTP_0001027200	SSTP_0001027200.1
g10477	g10477.t1	SSTP_0001027100	SSTP_0001027100.1
g10478	g10478.t1	SSTP_0001027000	SSTP_0001027000.1
g10479	g10479.t1	SSTP_0001026900	SSTP_0001026900.1
g1048	g1048.t1	SSTP_0000321200	SSTP_0000321200.1
g10480	g10480.t1	SSTP_0001026800	SSTP_0001026800.1
g10481	g10481.t1	SSTP_0001026700	SSTP_0001026700.1
g10482	g10482.t1	SSTP_0001026600	SSTP_0001026600.1
g10483	g10483.t1	SSTP_0001026500	SSTP_0001026500.1
g10484	g10484.t1	SSTP_0001026400	SSTP_0001026400.1
g10485	g10485.t1	SSTP_0001026300	SSTP_0001026300.1
g10486	g10486.t1	SSTP_0001235100	SSTP_0001235100.1
g10487	g10487.t1	SSTP_0001026200	SSTP_0001026200.1
g10488	g10488.t1	SSTP_0001026100	SSTP_0001026100.1
g10489	g10489.t1	SSTP_0001026000	SSTP_0001026000.1
g1049	g1049.t1	SSTP_0000321300	SSTP_0000321300.1
g10490	g10490.t1	SSTP_0001025900	SSTP_0001025900.1
g10491	g10491.t1	SSTP_0001025800	SSTP_0001025800.1
g10492	g10492.t1	SSTP_0001235100	SSTP_0001235100.1
g10493	g10493.t1	SSTP_0001025700	SSTP_0001025700.1
g10494	g10494.t1	SSTP_0001025600	SSTP_0001025600.1
g10495	g10495.t1	SSTP_0001025500	SSTP_0001025500.1
g10496	g10496.t1	SSTP_0001025400	SSTP_0001025400.1
g10497	g10497.t1	SSTP_0001025300	SSTP_0001025300.1
g10497	g10497.t2	SSTP_0001025300	SSTP_0001025300.1
g10498	g10498.t1	SSTP_0001025200	SSTP_0001025200.1
g10499	g10499.t1	SSTP_0001025100	SSTP_0001025100.1
g105	g105.t1	SSTP_0000524700	SSTP_0000524700.1
g1050	g1050.t1	SSTP_0000321400	SSTP_0000321400.1
g10500	g10500.t1	SSTP_0001025000	SSTP_0001025000.1
g10501	g10501.t1	SSTP_0001024900	SSTP_0001024900.1
g10502	g10502.t1	SSTP_0001024800	SSTP_0001024800.1
g10503	g10503.t1	SSTP_0001024700	SSTP_0001024700.1
g10504	g10504.t1	SSTP_0000001475	SSTP_0000001475.1
g10505	g10505.t1	SSTP_0001024600	SSTP_0001024600.1
g10506	g10506.t1	SSTP_0001024500	SSTP_0001024500.1
g10507	g10507.t1	SSTP_0001024400	SSTP_0001024400.1
g10508	g10508.t1	SSTP_0001024300	SSTP_0001024300.1
g10509	g10509.t1	SSTP_0001024200	SSTP_0001024200.1
g1051	g1051.t1	SSTP_0000321500	SSTP_0000321500.1
g10510	g10510.t1	SSTP_0001024100	SSTP_0001024100.1
g10511	g10511.t1	SSTP_0001024000	SSTP_0001024000.1
g10512	g10512.t1	SSTP_0001023900	SSTP_0001023900.1
g10513	g10513.t1	SSTP_0001023800	SSTP_0001023800.1
g10513	g10513.t2	SSTP_0001023800	SSTP_0001023800.1
g10514	g10514.t1	SSTP_0001023700	SSTP_0001023700.1
g10515	g10515.t1	SSTP_0001023600	SSTP_0001023600.1
g10516	g10516.t1	SSTP_0001023500	SSTP_0001023500.1
g10516	g10516.t2	SSTP_0001023500	SSTP_0001023500.1
g10517	g10517.t1	SSTP_0001023400	SSTP_0001023400.1
g10518	g10518.t1	SSTP_0001023300	SSTP_0001023300.1
g10519	g10519.t1	SSTP_0001023200	SSTP_0001023200.1
g1052	g1052.t1	SSTP_0000321600	SSTP_0000321600.1
g10520	g10520.t1	SSTP_0001023100	SSTP_0001023100.1
g10521	g10521.t1	SSTP_0001023000	SSTP_0001023000.1
g10522	g10522.t1	SSTP_0001022900	SSTP_0001022900.1
g10523	g10523.t1	SSTP_0001022700	SSTP_0001022700.1
g10523	g10523.t2	SSTP_0001022700	SSTP_0001022700.1
g10523	g10523.t3	SSTP_0001022700	SSTP_0001022700.1
g10524	g10524.t1	SSTP_0001022750	SSTP_0001022750.1
g10525	g10525.t1	SSTP_0001022600	SSTP_0001022600.1
g10526	g10526.t1	SSTP_0001022500	SSTP_0001022500.1
g10527	g10527.t1	SSTP_0001022400	SSTP_0001022400.1
g10528	g10528.t1	SSTP_0001022300	SSTP_0001022300.1
g10529	g10529.t1	SSTP_0001022200	SSTP_0001022200.1
g10529	g10529.t2	SSTP_0001022200	SSTP_0001022200.1
g1053	g1053.t1	SSTP_0000321700	SSTP_0000321700.1
g10530	g10530.t1	SSTP_0001022100	SSTP_0001022100.1
g10530	g10530.t2	SSTP_0001022100	SSTP_0001022100.1
g10531	g10531.t1	SSTP_0001022000	SSTP_0001022000.1
g10531	g10531.t2	SSTP_0001022000	SSTP_0001022000.1
g10532	g10532.t1	SSTP_0001021900	SSTP_0001021900.1
g10533	g10533.t1	SSTP_0001021800	SSTP_0001021800.1
g10534	g10534.t1	SSTP_0001021700	SSTP_0001021700.1
g10535	g10535.t1	SSTP_0001021600	SSTP_0001021600.1
g10536	g10536.t1	SSTP_0001021500	SSTP_0001021500.1
g10537	g10537.t1	SSTP_0001021400	SSTP_0001021400.1
g10537	g10537.t2	SSTP_0001021400	SSTP_0001021400.1
g10538	g10538.t1	SSTP_0001021300	SSTP_0001021300.1
g10539	g10539.t1	SSTP_0001021200	SSTP_0001021200.1
g1054	g1054.t1	SSTP_0000321800	SSTP_0000321800.1
g10540	g10540.t1	SSTP_0001021100	SSTP_0001021100.1
g10541	g10541.t1	SSTP_0001021000	SSTP_0001021000.1
g10542	g10542.t1	SSTP_0001020900	SSTP_0001020900.1
g10543	g10543.t1	SSTP_0001020800	SSTP_0001020800.1
g10544	g10544.t1	SSTP_0001020700	SSTP_0001020700.1
g10544	g10544.t2	SSTP_0001020700	SSTP_0001020700.1
g10545	g10545.t1		
g10546	g10546.t1	SSTP_0000465900	SSTP_0000465900.1
g10547	g10547.t1	SSTP_0000465800	SSTP_0000465800.1
g10548	g10548.t1	SSTP_0000465700	SSTP_0000465700.1
g10549	g10549.t1	SSTP_0001150200	SSTP_0001150200.1
g1055	g1055.t1	SSTP_0000321900	SSTP_0000321900.1
g10550	g10550.t1	SSTP_0000974400	SSTP_0000974400.1
g10551	g10551.t1	SSTP_0001271900	SSTP_0001271900.1
g10552	g10552.t1	SSTP_0000832900	SSTP_0000832900.1
g10553	g10553.t1	SSTP_0000833000	SSTP_0000833000.1
g10554	g10554.t1	SSTP_0000833300	SSTP_0000833300.1
g10554	g10554.t2	SSTP_0000833300	SSTP_0000833300.1
g10555	g10555.t1	SSTP_0000833400	SSTP_0000833400.1
g10556	g10556.t1	SSTP_0000833500	SSTP_0000833500.1
g10557	g10557.t1	SSTP_0000833600	SSTP_0000833600.1
g10558	g10558.t1	SSTP_0000833710	SSTP_0000833710.1
g10559	g10559.t1	SSTP_0000833700	SSTP_0000833700.1
g1056	g1056.t1	SSTP_0000322000	SSTP_0000322000.1
g10560	g10560.t1	SSTP_0000833710	SSTP_0000833710.1
g10561	g10561.t1	SSTP_0000833720	SSTP_0000833720.1
g10562	g10562.t1	SSTP_0000833720	SSTP_0000833720.1
g10562	g10562.t2	SSTP_0000833720	SSTP_0000833720.1
g10563	g10563.t1	SSTP_0000833730	SSTP_0000833730.1
g10564	g10564.t1	SSTP_0000833800	SSTP_0000833800.1
g10565	g10565.t1	SSTP_0000833800	SSTP_0000833800.1
g10566	g10566.t1	SSTP_0000466200	SSTP_0000466200.1
g10567	g10567.t1	SSTP_0000466300	SSTP_0000466300.1
g10568	g10568.t1	SSTP_0000466400	SSTP_0000466400.1
g10569	g10569.t1	SSTP_0000466400	SSTP_0000466400.1
g1057	g1057.t1	SSTP_0000322100	SSTP_0000322100.1
g10570	g10570.t1	SSTP_0000466500	SSTP_0000466500.1
g10571	g10571.t1	SSTP_0000503400	SSTP_0000503400.1
g10572	g10572.t1	SSTP_0001149820	SSTP_0001149820.1
g10573	g10573.t1	SSTP_0001149800	SSTP_0001149800.1
g10574	g10574.t1	SSTP_0000483500	SSTP_0000483500.1
g10574	g10574.t2	SSTP_0000483500	SSTP_0000483500.1
g10575	g10575.t1	SSTP_0001150100	SSTP_0001150100.1
g10576	g10576.t1	SSTP_0001150110	SSTP_0001150110.1
g10577	g10577.t1	SSTP_0001227200	SSTP_0001227200.1
g10578	g10578.t1	SSTP_0000868850	SSTP_0000868850.1
g10579	g10579.t1	SSTP_0000868900	SSTP_0000868900.1
g1058	g1058.t1	SSTP_0000032200	SSTP_0000032200.1
g1058	g1058.t2	SSTP_0001243800	SSTP_0001243800.1
g1058	g1058.t3	SSTP_0000032200	SSTP_0000032200.1
g1058	g1058.t4	SSTP_0001243800	SSTP_0001243800.1
g10580	g10580.t1	SSTP_0000869000	SSTP_0000869000.1
g10581	g10581.t1	SSTP_0000869100	SSTP_0000869100.1
g10582	g10582.t1	SSTP_0000869200	SSTP_0000869200.1
g10583	g10583.t1	SSTP_0000869300	SSTP_0000869300.1
g10584	g10584.t1	SSTP_0000869400	SSTP_0000869400.1
g10585	g10585.t1	SSTP_0000869500	SSTP_0000869500.1
g10586	g10586.t1	SSTP_0000869600	SSTP_0000869600.1
g10586	g10586.t2	SSTP_0000869600	SSTP_0000869600.1
g10587	g10587.t1	SSTP_0000869700	SSTP_0000869700.1
g10588	g10588.t1	SSTP_0000869800	SSTP_0000869800.1
g10589	g10589.t1	SSTP_0001207700	SSTP_0001207700.1
g1059	g1059.t1	SSTP_0000322300	SSTP_0000322300.1
g10590	g10590.t1	SSTP_0001207700	SSTP_0001207700.1
g10591	g10591.t1	SSTP_0000870000	SSTP_0000870000.1
g10592	g10592.t1	SSTP_0000897100	SSTP_0000897100.1
g10593	g10593.t1	SSTP_0000870200	SSTP_0000870200.1
g10594	g10594.t1	SSTP_0000870300	SSTP_0000870300.1
g10595	g10595.t1	SSTP_0000870400	SSTP_0000870400.1
g10596	g10596.t1	SSTP_0000870500	SSTP_0000870500.1
g10597	g10597.t1	SSTP_0000870600	SSTP_0000870600.1
g10598	g10598.t1	SSTP_0000870700	SSTP_0000870700.1
g10598	g10598.t2	SSTP_0000870700	SSTP_0000870700.1
g10599	g10599.t1	SSTP_0000870800	SSTP_0000870800.1
g106	g106.t1	SSTP_0000524800	SSTP_0000524800.1
g1060	g1060.t1	SSTP_0000322400	SSTP_0000322400.1
g10600	g10600.t1	SSTP_0000870900	SSTP_0000870900.1
g10601	g10601.t1	SSTP_0000871000	SSTP_0000871000.1
g10601	g10601.t2	SSTP_0000871000	SSTP_0000871000.1
g10602	g10602.t1	SSTP_0000871100	SSTP_0000871100.1
g10603	g10603.t1	SSTP_0000871200	SSTP_0000871200.1
g10604	g10604.t1	SSTP_0000871300	SSTP_0000871300.1
g10605	g10605.t1	SSTP_0000871400	SSTP_0000871400.1
g10606	g10606.t1	SSTP_0000871500	SSTP_0000871500.1
g10607	g10607.t1	SSTP_0000469300	SSTP_0000469300.1
g10608	g10608.t1	SSTP_0000871700	SSTP_0000871700.1
g10609	g10609.t1	SSTP_0000871800	SSTP_0000871800.1
g1061	g1061.t1	SSTP_0000322500	SSTP_0000322500.1
g10610	g10610.t1	SSTP_0000871900	SSTP_0000871900.1
g10611	g10611.t1	SSTP_0000872000	SSTP_0000872000.1
g10612	g10612.t1	SSTP_0000872100	SSTP_0000872100.1
g10614	g10614.t1	SSTP_0000872300	SSTP_0000872300.1
g10615	g10615.t1	SSTP_0000872400	SSTP_0000872400.1
g10616	g10616.t1	SSTP_0000872500	SSTP_0000872500.1
g10617	g10617.t1	SSTP_0000872600	SSTP_0000872600.1
g10618	g10618.t1	SSTP_0000872700	SSTP_0000872700.1
g10619	g10619.t1	SSTP_0001207700	SSTP_0001207700.1
g1062	g1062.t1	SSTP_0001151700	SSTP_0001151700.1
g10620	g10620.t1	SSTP_0000872800	SSTP_0000872800.1
g10621	g10621.t1	SSTP_0000872900	SSTP_0000872900.1
g10622	g10622.t1	SSTP_0000873000	SSTP_0000873000.1
g10623	g10623.t1	SSTP_0000873100	SSTP_0000873100.1
g10624	g10624.t1	SSTP_0000873200	SSTP_0000873200.1
g10625	g10625.t1	SSTP_0000873300	SSTP_0000873300.1
g10626	g10626.t1	SSTP_0000873500	SSTP_0000873500.1
g10627	g10627.t1	SSTP_0000873600	SSTP_0000873600.1
g10628	g10628.t1	SSTP_0000873700	SSTP_0000873700.1
g10629	g10629.t1	SSTP_0000873800	SSTP_0000873800.1
g1063	g1063.t1	SSTP_0001151800	SSTP_0001151800.1
g10630	g10630.t1	SSTP_0000873900	SSTP_0000873900.1
g10631	g10631.t1	SSTP_0000874000	SSTP_0000874000.1
g10632	g10632.t1	SSTP_0000874100	SSTP_0000874100.1
g10633	g10633.t1	SSTP_0000874200	SSTP_0000874200.1
g10634	g10634.t1	SSTP_0000874300	SSTP_0000874300.1
g10635	g10635.t1	SSTP_0000874400	SSTP_0000874400.1
g10636	g10636.t1	SSTP_0000874500	SSTP_0000874500.1
g10637	g10637.t1	SSTP_0000874700	SSTP_0000874700.1
g10638	g10638.t1	SSTP_0000874800	SSTP_0000874800.1
g10639	g10639.t1	SSTP_0000066400	SSTP_0000066400.1
g1064	g1064.t1	SSTP_0001151900	SSTP_0001151900.1
g10640	g10640.t1	SSTP_0000875000	SSTP_0000875000.1
g10641	g10641.t1	SSTP_0000875100	SSTP_0000875100.1
g10642	g10642.t1	SSTP_0000875200	SSTP_0000875200.1
g10643	g10643.t1	SSTP_0000875300	SSTP_0000875300.1
g10644	g10644.t1	SSTP_0000875400	SSTP_0000875400.1
g10644	g10644.t2	SSTP_0000875400	SSTP_0000875400.1
g10644	g10644.t3	SSTP_0000875400	SSTP_0000875400.1
g10645	g10645.t1	SSTP_0000875500	SSTP_0000875500.1
g10646	g10646.t1	SSTP_0000875600	SSTP_0000875600.1
g10647	g10647.t1	SSTP_0000875700	SSTP_0000875700.1
g10647	g10647.t2	SSTP_0000875700	SSTP_0000875700.1
g10648	g10648.t1	SSTP_0001207700	SSTP_0001207700.1
g10649	g10649.t1	SSTP_0000875800	SSTP_0000875800.1
g1065	g1065.t1	SSTP_0001152000	SSTP_0001152000.1
g10650	g10650.t1	SSTP_0000875900	SSTP_0000875900.1
g10651	g10651.t1	SSTP_0000876000	SSTP_0000876000.1
g10652	g10652.t1	SSTP_0000876100	SSTP_0000876100.1
g10652	g10652.t2	SSTP_0000876100	SSTP_0000876100.1
g10653	g10653.t1	SSTP_0000876200	SSTP_0000876200.1
g10654	g10654.t1	SSTP_0000876300	SSTP_0000876300.1
g10655	g10655.t1	SSTP_0000876400	SSTP_0000876400.1
g10656	g10656.t1	SSTP_0000876500	SSTP_0000876500.1
g10657	g10657.t1	SSTP_0000876525	SSTP_0000876525.1
g10658	g10658.t1	SSTP_0000876700	SSTP_0000876700.1
g10659	g10659.t1	SSTP_0000876800	SSTP_0000876800.1
g1066	g1066.t1	SSTP_0001152100	SSTP_0001152100.1
g10660	g10660.t1	SSTP_0000876900	SSTP_0000876900.1
g10661	g10661.t1	SSTP_0000877000	SSTP_0000877000.1
g10662	g10662.t1	SSTP_0000877100	SSTP_0000877100.1
g10663	g10663.t1	SSTP_0000877400	SSTP_0000877400.1
g10664	g10664.t1	SSTP_0000877500	SSTP_0000877500.1
g10665	g10665.t1	SSTP_0000877600	SSTP_0000877600.1
g10666	g10666.t1	SSTP_0000877700	SSTP_0000877700.1
g10667	g10667.t1	SSTP_0000877800	SSTP_0000877800.1
g10667	g10667.t2	SSTP_0000877800	SSTP_0000877800.1
g10668	g10668.t1	SSTP_0000877900	SSTP_0000877900.1
g10669	g10669.t1	SSTP_0000878000	SSTP_0000878000.1
g10669	g10669.t2	SSTP_0000878000	SSTP_0000878000.1
g1067	g1067.t1	SSTP_0001152200	SSTP_0001152200.1
g10670	g10670.t1	SSTP_0000878100	SSTP_0000878100.1
g10671	g10671.t1	SSTP_0000878200	SSTP_0000878200.1
g10672	g10672.t1	SSTP_0000878300	SSTP_0000878300.1
g10672	g10672.t2	SSTP_0000878300	SSTP_0000878300.1
g10673	g10673.t1	SSTP_0000878400	SSTP_0000878400.1
g10674	g10674.t1	SSTP_0000878600	SSTP_0000878600.1
g10675	g10675.t1	SSTP_0000878700	SSTP_0000878700.1
g10676	g10676.t1	SSTP_0000878800	SSTP_0000878800.1
