Sster_gene	Sster_mRNA	Sster_transcript	SSTP_gene	SSTP_transcript
XLOC_000198	TCONS_00000173	TCONS_00000173.p1	SSTP_0000818000	SSTP_0000818000.1
XLOC_000198	TCONS_00003729	TCONS_00003729.p1	SSTP_0000818000	SSTP_0000818000.1
XLOC_000199	TCONS_00000174	TCONS_00000174.p1	SSTP_0000818200	SSTP_0000818200.1
XLOC_000200	TCONS_00000175	TCONS_00000175.p1	SSTP_0000818300	SSTP_0000818300.1
XLOC_000201	TCONS_00000176	TCONS_00000176.p1	SSTP_0000818400	SSTP_0000818400.1
XLOC_000201	TCONS_00003730	TCONS_00003730.p1	SSTP_0000818400	SSTP_0000818400.1
XLOC_000202	TCONS_00000177	TCONS_00000177.p1	SSTP_0000818600	SSTP_0000818600.1
XLOC_000203	TCONS_00000178	TCONS_00000178.p1	SSTP_0000818800	SSTP_0000818800.1
XLOC_000204	TCONS_00000179	TCONS_00000179.p1	SSTP_0000818900	SSTP_0000818900.1
XLOC_000205	TCONS_00000180	TCONS_00000180.p1	SSTP_0000819300	SSTP_0000819300.1
XLOC_000206	TCONS_00000181	TCONS_00000181.p1	SSTP_0000819700	SSTP_0000819700.1
XLOC_000206	TCONS_00003731	TCONS_00003731.p1	SSTP_0000819700	SSTP_0000819700.1
XLOC_000207	TCONS_00000182	TCONS_00000182.p1	SSTP_0000819900	SSTP_0000819900.1
XLOC_000208	TCONS_00000183	TCONS_00000183.p1	SSTP_0000820300	SSTP_0000820300.1
XLOC_000208	TCONS_00000184	TCONS_00000184.p1	SSTP_0000820400	SSTP_0000820400.1
XLOC_000208	TCONS_00003732	TCONS_00003732.p1	SSTP_0000820400	SSTP_0000820400.1
XLOC_000209	TCONS_00000185	TCONS_00000185.p1	SSTP_0000820600	SSTP_0000820600.1
XLOC_000210	TCONS_00000186	TCONS_00000186.p1	SSTP_0000820700	SSTP_0000820700.1
XLOC_000210	TCONS_00003733	TCONS_00003733.p1	SSTP_0000820700	SSTP_0000820700.1
XLOC_000211	TCONS_00000187	TCONS_00000187.p1	SSTP_0000820800	SSTP_0000820800.1
XLOC_000212	TCONS_00003734	TCONS_00003734.p1	SSTP_0000821000	SSTP_0000821000.1
XLOC_000213	TCONS_00000188	TCONS_00000188.p1	SSTP_0000821300	SSTP_0000821300.1
XLOC_000214	TCONS_00000189	TCONS_00000189.p1	SSTP_0000821600	SSTP_0000821600.1
XLOC_000215	TCONS_00000190	TCONS_00000190.p1	SSTP_0000821700	SSTP_0000821700.1
XLOC_000219	TCONS_00000191	TCONS_00000191.p1	SSTP_0000452900	SSTP_0000452900.1
XLOC_000219	TCONS_00003739	TCONS_00003739.p1	SSTP_0001283800	SSTP_0001283800.1
XLOC_000220	TCONS_00000192	TCONS_00000192.p1	SSTP_0000347700	SSTP_0000347700.1
XLOC_000220	TCONS_00000193	TCONS_00000193.p1	SSTP_0000347600	SSTP_0000347600.1
XLOC_000220	TCONS_00003740	TCONS_00003740.p1	SSTP_0000347600	SSTP_0000347600.1
XLOC_000221	TCONS_00000194	TCONS_00000194.p1	SSTP_0000347200	SSTP_0000347200.1
XLOC_000222	TCONS_00000195	TCONS_00000195.p1	SSTP_0000347000	SSTP_0000347000.1
XLOC_000224	TCONS_00000197	TCONS_00000197.p1	SSTP_0000346800	SSTP_0000346800.1
XLOC_000225	TCONS_00000198	TCONS_00000198.p1	SSTP_0000346700	SSTP_0000346700.1
XLOC_000226	TCONS_00000199	TCONS_00000199.p1	SSTP_0000346400	SSTP_0000346400.1
XLOC_000226	TCONS_00003741	TCONS_00003741.p1	SSTP_0000346400	SSTP_0000346400.1
XLOC_000227	TCONS_00000200	TCONS_00000200.p1	SSTP_0000346300	SSTP_0000346300.1
XLOC_000227	TCONS_00003742	TCONS_00003742.p1	SSTP_0000346300	SSTP_0000346300.1
XLOC_000228	TCONS_00000201	TCONS_00000201.p1	SSTP_0000345700	SSTP_0000345700.1
XLOC_000228	TCONS_00003743	TCONS_00003743.p1	SSTP_0000345700	SSTP_0000345700.1
XLOC_000229	TCONS_00000202	TCONS_00000202.p1	SSTP_0000290600	SSTP_0000290600.1
XLOC_000229	TCONS_00000203	TCONS_00000203.p1	SSTP_0000290700	SSTP_0000290700.1
XLOC_000229	TCONS_00000204	TCONS_00000204.p1	SSTP_0000290800	SSTP_0000290800.1
XLOC_000229	TCONS_00000205	TCONS_00000205.p1	SSTP_0000290900	SSTP_0000290900.1
XLOC_000229	TCONS_00003744	TCONS_00003744.p1	SSTP_0000290900	SSTP_0000290900.1
XLOC_000230	TCONS_00000206	TCONS_00000206.p1	SSTP_0000291000	SSTP_0000291000.1
XLOC_000231	TCONS_00000207	TCONS_00000207.p1	SSTP_0000291400	SSTP_0000291400.1
XLOC_000231	TCONS_00000208	TCONS_00000208.p1	SSTP_0000291500	SSTP_0000291500.1
XLOC_000231	TCONS_00003745	TCONS_00003745.p1	SSTP_0000291500	SSTP_0000291500.1
XLOC_000232	TCONS_00000209	TCONS_00000209.p1	SSTP_0000291800	SSTP_0000291800.1
XLOC_000233	TCONS_00000210	TCONS_00000210.p1	SSTP_0000292200	SSTP_0000292200.1
XLOC_000234	TCONS_00000211	TCONS_00000211.p1	SSTP_0000292300	SSTP_0000292300.1
XLOC_000234	TCONS_00000212	TCONS_00000212.p1	SSTP_0000292400	SSTP_0000292400.1
XLOC_000234	TCONS_00000213	TCONS_00000213.p1	SSTP_0000292500	SSTP_0000292500.1
XLOC_000234	TCONS_00003746	TCONS_00003746.p1	SSTP_0000292400	SSTP_0000292400.1
XLOC_000235	TCONS_00000214	TCONS_00000214.p1	SSTP_0000292600	SSTP_0000292600.1
XLOC_000236	TCONS_00000215	TCONS_00000215.p1	SSTP_0000292800	SSTP_0000292800.1
XLOC_000237	TCONS_00000216	TCONS_00000216.p1	SSTP_0000292900	SSTP_0000292900.1
XLOC_000238	TCONS_00000217	TCONS_00000217.p1	SSTP_0000293000	SSTP_0000293000.1
XLOC_000239	TCONS_00000218	TCONS_00000218.p1	SSTP_0000293200	SSTP_0000293200.1
XLOC_000239	TCONS_00003747	TCONS_00003747.p1	SSTP_0000293200	SSTP_0000293200.1
XLOC_000240	TCONS_00000219	TCONS_00000219.p1	SSTP_0000293300	SSTP_0000293300.1
XLOC_000241	TCONS_00000220	TCONS_00000220.p1	SSTP_0000293500	SSTP_0000293500.1
XLOC_000242	TCONS_00000221	TCONS_00000221.p1	SSTP_0000293600	SSTP_0000293600.1
XLOC_000242	TCONS_00003748	TCONS_00003748.p1	SSTP_0000293600	SSTP_0000293600.1
XLOC_000243	TCONS_00000222	TCONS_00000222.p1	SSTP_0000293800	SSTP_0000293800.1
XLOC_000244	TCONS_00000223	TCONS_00000223.p1	SSTP_0000294000	SSTP_0000294000.1
XLOC_000245	TCONS_00000224	TCONS_00000224.p1	SSTP_0000294600	SSTP_0000294600.1
XLOC_000246	TCONS_00000225	TCONS_00000225.p1	SSTP_0000294700	SSTP_0000294700.1
XLOC_000247	TCONS_00000226	TCONS_00000226.p1	SSTP_0000295000	SSTP_0000295000.1
XLOC_000247	TCONS_00003749	TCONS_00003749.p1	SSTP_0000295000	SSTP_0000295000.1
XLOC_000248	TCONS_00000227	TCONS_00000227.p1	SSTP_0000295300	SSTP_0000295300.1
XLOC_000248	TCONS_00000228	TCONS_00000228.p1	SSTP_0000295400	SSTP_0000295400.1
XLOC_000248	TCONS_00003750	TCONS_00003750.p1	SSTP_0000295400	SSTP_0000295400.1
XLOC_000249	TCONS_00000229	TCONS_00000229.p1	SSTP_0000295500	SSTP_0000295500.1
XLOC_000250	TCONS_00000230	TCONS_00000230.p1	SSTP_0000295700	SSTP_0000295700.1
XLOC_000250	TCONS_00000231	TCONS_00000231.p1	SSTP_0000295900	SSTP_0000295900.1
XLOC_000250	TCONS_00000232	TCONS_00000232.p1	SSTP_0000296000	SSTP_0000296000.1
XLOC_000250	TCONS_00003751	TCONS_00003751.p1	SSTP_0000296000	SSTP_0000296000.1
XLOC_000251	TCONS_00000233	TCONS_00000233.p1	SSTP_0000296400	SSTP_0000296400.1
XLOC_000252	TCONS_00000234	TCONS_00000234.p1	SSTP_0000296600	SSTP_0000296600.1
XLOC_000253	TCONS_00000235	TCONS_00000235.p1	SSTP_0000296900	SSTP_0000296900.1
XLOC_000253	TCONS_00003752	TCONS_00003752.p1	SSTP_0000296900	SSTP_0000296900.1
XLOC_000253	TCONS_00003752	TCONS_00003752.p2	SSTP_0000296900	SSTP_0000296900.1
XLOC_000255	TCONS_00000237	TCONS_00000237.p1	SSTP_0000297300	SSTP_0000297300.1
XLOC_000256	TCONS_00000238	TCONS_00000238.p1	SSTP_0000297400	SSTP_0000297400.1
XLOC_000257	TCONS_00000239	TCONS_00000239.p1	SSTP_0000297800	SSTP_0000297800.1
XLOC_000258	TCONS_00000240	TCONS_00000240.p1	SSTP_0000298000	SSTP_0000298000.1
XLOC_000259	TCONS_00000241	TCONS_00000241.p1	SSTP_0000298100	SSTP_0000298100.1
XLOC_000260	TCONS_00000242	TCONS_00000242.p1	SSTP_0000298400	SSTP_0000298400.1
XLOC_000260	TCONS_00000243	TCONS_00000243.p1	SSTP_0000298500	SSTP_0000298500.1
XLOC_000260	TCONS_00000244	TCONS_00000244.p1	SSTP_0000298600	SSTP_0000298600.1
XLOC_000260	TCONS_00000245	TCONS_00000245.p1	SSTP_0000298800	SSTP_0000298800.1
XLOC_000260	TCONS_00003753	TCONS_00003753.p1	SSTP_0000298600	SSTP_0000298600.1
XLOC_000261	TCONS_00000246	TCONS_00000246.p1	SSTP_0000298900	SSTP_0000298900.1
XLOC_000262	TCONS_00000247	TCONS_00000247.p1	SSTP_0000299000	SSTP_0000299000.1
XLOC_000262	TCONS_00003754	TCONS_00003754.p1	SSTP_0000299000	SSTP_0000299000.1
XLOC_000263	TCONS_00000248	TCONS_00000248.p1	SSTP_0000299300	SSTP_0000299300.1
XLOC_000264	TCONS_00000249	TCONS_00000249.p1	SSTP_0000299400	SSTP_0000299400.1
XLOC_000265	TCONS_00000250	TCONS_00000250.p1	SSTP_0000299900	SSTP_0000299900.1
XLOC_000266	TCONS_00000251	TCONS_00000251.p1	SSTP_0000300200	SSTP_0000300200.1
XLOC_000269	TCONS_00000252	TCONS_00000252.p1	SSTP_0000447200	SSTP_0000447200.1
XLOC_000269	TCONS_00003757	TCONS_00003757.p1	SSTP_0000447200	SSTP_0000447200.1
XLOC_000270	TCONS_00000253	TCONS_00000253.p1	SSTP_0000447300	SSTP_0000447300.1
XLOC_000270	TCONS_00003758	TCONS_00003758.p1	SSTP_0000447300	SSTP_0000447300.1
XLOC_000271	TCONS_00000254	TCONS_00000254.p1	SSTP_0000447400	SSTP_0000447400.1
XLOC_000272	TCONS_00000255	TCONS_00000255.p1	SSTP_0000447600	SSTP_0000447600.1
XLOC_000273	TCONS_00000256	TCONS_00000256.p1	SSTP_0000447800	SSTP_0000447800.1
XLOC_000274	TCONS_00000257	TCONS_00000257.p1	SSTP_0000448200	SSTP_0000448200.1
XLOC_000275	TCONS_00000258	TCONS_00000258.p1	SSTP_0000448300	SSTP_0000448300.1
XLOC_000275	TCONS_00000259	TCONS_00000259.p1	SSTP_0000448400	SSTP_0000448400.1
XLOC_000275	TCONS_00003759	TCONS_00003759.p1	SSTP_0000448300	SSTP_0000448300.1
XLOC_000276	TCONS_00000260	TCONS_00000260.p1	SSTP_0000448800	SSTP_0000448800.1
XLOC_000276	TCONS_00000261	TCONS_00000261.p1	SSTP_0000448900	SSTP_0000448900.1
XLOC_000276	TCONS_00000262	TCONS_00000262.p1	SSTP_0000449000	SSTP_0000449000.1
XLOC_000276	TCONS_00000263	TCONS_00000263.p1	SSTP_0000320700	SSTP_0000320700.1
XLOC_000276	TCONS_00003760	TCONS_00003760.p1	SSTP_0000448800	SSTP_0000448800.1
XLOC_000276	TCONS_00003761	TCONS_00003761.p1	SSTP_0000320700	SSTP_0000320700.1
XLOC_000277	TCONS_00000264	TCONS_00000264.p1	SSTP_0001081600	SSTP_0001081600.1
XLOC_000277	TCONS_00000265	TCONS_00000265.p1	SSTP_0001081700	SSTP_0001081700.1
XLOC_000277	TCONS_00003762	TCONS_00003762.p1	SSTP_0001081700	SSTP_0001081700.1
XLOC_000278	TCONS_00000266	TCONS_00000266.p1	SSTP_0001081900	SSTP_0001081900.1
XLOC_000279	TCONS_00000267	TCONS_00000267.p1	SSTP_0001082200	SSTP_0001082200.1
XLOC_000279	TCONS_00000268	TCONS_00000268.p1	SSTP_0001082400	SSTP_0001082400.1
XLOC_000279	TCONS_00003763	TCONS_00003763.p1	SSTP_0001082200	SSTP_0001082200.1
XLOC_000280	TCONS_00000269	TCONS_00000269.p1	SSTP_0001082700	SSTP_0001082700.1
XLOC_000281	TCONS_00000270	TCONS_00000270.p1	SSTP_0001082800	SSTP_0001082800.1
XLOC_000281	TCONS_00000271	TCONS_00000271.p1	SSTP_0001082900	SSTP_0001082900.1
XLOC_000281	TCONS_00000272	TCONS_00000272.p1		SSTP_0001083000.1
XLOC_000281	TCONS_00003764	TCONS_00003764.p1	SSTP_0001082900	SSTP_0001082900.1
XLOC_000282	TCONS_00000273	TCONS_00000273.p1	SSTP_0001083100	SSTP_0001083100.1
XLOC_000282	TCONS_00003765	TCONS_00003765.p2	SSTP_0001083100	SSTP_0001083100.1
XLOC_000283	TCONS_00000274	TCONS_00000274.p1	SSTP_0001083500	SSTP_0001083500.1
XLOC_000284	TCONS_00000275	TCONS_00000275.p1	SSTP_0001083900	SSTP_0001083900.1
XLOC_000284	TCONS_00003766	TCONS_00003766.p1	SSTP_0001083900	SSTP_0001083900.1
XLOC_000285	TCONS_00000276	TCONS_00000276.p1	SSTP_0001084100	SSTP_0001084100.1
XLOC_000286	TCONS_00000277	TCONS_00000277.p1	SSTP_0001084300	SSTP_0001084300.1
XLOC_000287	TCONS_00000278	TCONS_00000278.p1	SSTP_0001084800	SSTP_0001084800.1
XLOC_000288	TCONS_00000279	TCONS_00000279.p1	SSTP_0001085000	SSTP_0001085000.1
XLOC_000288	TCONS_00003767	TCONS_00003767.p1	SSTP_0001085000	SSTP_0001085000.1
XLOC_000289	TCONS_00000280	TCONS_00000280.p1	SSTP_0001085100	SSTP_0001085100.1
XLOC_000290	TCONS_00000281	TCONS_00000281.p1	SSTP_0001085200	SSTP_0001085200.1
XLOC_000291	TCONS_00000282	TCONS_00000282.p1	SSTP_0001085400	SSTP_0001085400.1
XLOC_000292	TCONS_00000283	TCONS_00000283.p1	SSTP_0001085500	SSTP_0001085500.1
XLOC_000292	TCONS_00003768	TCONS_00003768.p1	SSTP_0001085500	SSTP_0001085500.1
XLOC_000293	TCONS_00000284	TCONS_00000284.p1	SSTP_0001085600	SSTP_0001085600.1
XLOC_000294	TCONS_00000285	TCONS_00000285.p1	SSTP_0001085700	SSTP_0001085700.1
XLOC_000295	TCONS_00000286	TCONS_00000286.p1	SSTP_0001086000	SSTP_0001086000.1
XLOC_000296	TCONS_00000287	TCONS_00000287.p1	SSTP_0001086100	SSTP_0001086100.1
XLOC_000297	TCONS_00000288	TCONS_00000288.p1	SSTP_0001086300	SSTP_0001086300.1
XLOC_000298	TCONS_00000289	TCONS_00000289.p1	SSTP_0001086400	SSTP_0001086400.1
XLOC_000299	TCONS_00000290	TCONS_00000290.p1	SSTP_0001086500	SSTP_0001086500.1
XLOC_000304	TCONS_00000291	TCONS_00000291.p1	SSTP_0001257600	SSTP_0001257600.1
XLOC_000304	TCONS_00003773	TCONS_00003773.p1	SSTP_0001257600	SSTP_0001257600.1
XLOC_000305	TCONS_00000292	TCONS_00000292.p1	SSTP_0001257700	SSTP_0001257700.1
XLOC_000306	TCONS_00000293	TCONS_00000293.p1	SSTP_0001257800	SSTP_0001257800.1
XLOC_000306	TCONS_00003774	TCONS_00003774.p1	SSTP_0001257800	SSTP_0001257800.1
XLOC_000308	TCONS_00000295	TCONS_00000295.p1	SSTP_0001258000	SSTP_0001258000.1
XLOC_000309	TCONS_00000296	TCONS_00000296.p1	SSTP_0001258200	SSTP_0001258200.1
XLOC_000309	TCONS_00003775	TCONS_00003775.p1	SSTP_0001258200	SSTP_0001258200.1
XLOC_000310	TCONS_00000297	TCONS_00000297.p1	SSTP_0001258300	SSTP_0001258300.1
XLOC_000310	TCONS_00000298	TCONS_00000298.p1	SSTP_0001258400	SSTP_0001258400.1
XLOC_000310	TCONS_00003776	TCONS_00003776.p1	SSTP_0001258400	SSTP_0001258400.1
XLOC_000311	TCONS_00000299	TCONS_00000299.p1	SSTP_0001258700	SSTP_0001258700.1
XLOC_000312	TCONS_00000300	TCONS_00000300.p1	SSTP_0001259100	SSTP_0001259100.1
XLOC_000314	TCONS_00000301	TCONS_00000301.p1	SSTP_0001259300	SSTP_0001259300.1
XLOC_000315	TCONS_00000302	TCONS_00000302.p1	SSTP_0001259500	SSTP_0001259500.1
XLOC_000316	TCONS_00000303	TCONS_00000303.p1	SSTP_0001259700	SSTP_0001259700.1
XLOC_000316	TCONS_00003778	TCONS_00003778.p1	SSTP_0001259700	SSTP_0001259700.1
XLOC_000317	TCONS_00003779	TCONS_00003779.p1	SSTP_0001259900	SSTP_0001259900.1
XLOC_000318	TCONS_00000304	TCONS_00000304.p1	SSTP_0001260200	SSTP_0001260200.1
XLOC_000318	TCONS_00003780	TCONS_00003780.p1	SSTP_0001260200	SSTP_0001260200.1
XLOC_000319	TCONS_00000305	TCONS_00000305.p1	SSTP_0001260300	SSTP_0001260300.1
XLOC_000320	TCONS_00000306	TCONS_00000306.p1	SSTP_0001260400	SSTP_0001260400.1
XLOC_000320	TCONS_00003781	TCONS_00003781.p1	SSTP_0001260400	SSTP_0001260400.1
XLOC_000321	TCONS_00000307	TCONS_00000307.p1	SSTP_0001260500	SSTP_0001260500.1
XLOC_000322	TCONS_00000308	TCONS_00000308.p1	SSTP_0001260700	SSTP_0001260700.1
XLOC_000323	TCONS_00000309	TCONS_00000309.p1	SSTP_0001260800	SSTP_0001260800.1
XLOC_000325	TCONS_00000311	TCONS_00000311.p1	SSTP_0001261200	SSTP_0001261200.1
XLOC_000325	TCONS_00000312	TCONS_00000312.p1	SSTP_0001261300	SSTP_0001261300.1
XLOC_000325	TCONS_00000313	TCONS_00000313.p1	SSTP_0001261400	SSTP_0001261400.1
XLOC_000325	TCONS_00003782	TCONS_00003782.p1	SSTP_0001261200	SSTP_0001261200.1
XLOC_000326	TCONS_00000314	TCONS_00000314.p1	SSTP_0001261700	SSTP_0001261700.1
XLOC_000327	TCONS_00000315	TCONS_00000315.p1	SSTP_0001262000	SSTP_0001262000.1
XLOC_000328	TCONS_00000316	TCONS_00000316.p1	SSTP_0001262100	SSTP_0001262100.1
XLOC_000328	TCONS_00003783	TCONS_00003783.p1	SSTP_0001262100	SSTP_0001262100.1
XLOC_000329	TCONS_00000317	TCONS_00000317.p1	SSTP_0001262500	SSTP_0001262500.1
XLOC_000329	TCONS_00003784	TCONS_00003784.p1	SSTP_0001262500	SSTP_0001262500.1
XLOC_000330	TCONS_00000318	TCONS_00000318.p1	SSTP_0001263100	SSTP_0001263100.1
XLOC_000331	TCONS_00000319	TCONS_00000319.p1	SSTP_0001263300	SSTP_0001263300.1
XLOC_000332	TCONS_00000320	TCONS_00000320.p1	SSTP_0001263400	SSTP_0001263400.1
XLOC_000333	TCONS_00000321	TCONS_00000321.p1	SSTP_0001263700	SSTP_0001263700.1
XLOC_000334	TCONS_00000322	TCONS_00000322.p1	SSTP_0001264100	SSTP_0001264100.1
XLOC_000335	TCONS_00000323	TCONS_00000323.p1	SSTP_0001264300	SSTP_0001264300.1
XLOC_000336	TCONS_00000324	TCONS_00000324.p1	SSTP_0001264400	SSTP_0001264400.1
XLOC_000337	TCONS_00000325	TCONS_00000325.p1	SSTP_0001264500	SSTP_0001264500.1
XLOC_000338	TCONS_00000326	TCONS_00000326.p1	SSTP_0001265100	SSTP_0001265100.1
XLOC_000339	TCONS_00000327	TCONS_00000327.p1	SSTP_0001265200	SSTP_0001265200.1
XLOC_000340	TCONS_00000328	TCONS_00000328.p1	SSTP_0001265300	SSTP_0001265300.1
XLOC_000340	TCONS_00000329	TCONS_00000329.p1	SSTP_0001265500	SSTP_0001265500.1
XLOC_000340	TCONS_00003786	TCONS_00003786.p1	SSTP_0001265500	SSTP_0001265500.1
XLOC_000341	TCONS_00000330	TCONS_00000330.p1	SSTP_0001265700	SSTP_0001265700.1
XLOC_000342	TCONS_00000331	TCONS_00000331.p1	SSTP_0001265900	SSTP_0001265900.1
XLOC_000342	TCONS_00003787	TCONS_00003787.p1	SSTP_0001265900	SSTP_0001265900.1
XLOC_000343	TCONS_00000332	TCONS_00000332.p1	SSTP_0001266200	SSTP_0001266200.1
XLOC_000344	TCONS_00000333	TCONS_00000333.p1	SSTP_0001266300	SSTP_0001266300.1
XLOC_000344	TCONS_00000334	TCONS_00000334.p1	SSTP_0001266500	SSTP_0001266500.1
XLOC_000344	TCONS_00003788	TCONS_00003788.p1	SSTP_0001266500	SSTP_0001266500.1
XLOC_000345	TCONS_00000335	TCONS_00000335.p1	SSTP_0001266800	SSTP_0001266800.1
XLOC_000346	TCONS_00000336	TCONS_00000336.p1	SSTP_0001266900	SSTP_0001266900.1
XLOC_000346	TCONS_00000337	TCONS_00000337.p1	SSTP_0001267000	SSTP_0001267000.1
XLOC_000346	TCONS_00003789	TCONS_00003789.p1	SSTP_0001267000	SSTP_0001267000.1
XLOC_000347	TCONS_00000338	TCONS_00000338.p1	SSTP_0001267200	SSTP_0001267200.1
XLOC_000348	TCONS_00000339	TCONS_00000339.p1	SSTP_0001267300	SSTP_0001267300.1
XLOC_000349	TCONS_00000340	TCONS_00000340.p1	SSTP_0001267500	SSTP_0001267500.1
XLOC_000350	TCONS_00000341	TCONS_00000341.p1	SSTP_0001268000	SSTP_0001268000.1
XLOC_000351	TCONS_00000342	TCONS_00000342.p1	SSTP_0001268300	SSTP_0001268300.1
XLOC_000352	TCONS_00000343	TCONS_00000343.p1	SSTP_0001268400	SSTP_0001268400.1
XLOC_000353	TCONS_00000344	TCONS_00000344.p1		
XLOC_000354	TCONS_00003791	TCONS_00003791.p1	SSTP_0001268850	SSTP_0001268850.1
XLOC_000355	TCONS_00000345	TCONS_00000345.p1	SSTP_0001269100	SSTP_0001269100.1
XLOC_000356	TCONS_00000346	TCONS_00000346.p1	SSTP_0001269200	SSTP_0001269200.1
XLOC_000357	TCONS_00000347	TCONS_00000347.p1	SSTP_0001269400	SSTP_0001269400.1
XLOC_000360	TCONS_00000348	TCONS_00000348.p1	SSTP_0000468600	SSTP_0000468600.1
XLOC_000360	TCONS_00003794	TCONS_00003794.p1	SSTP_0000468600	SSTP_0000468600.1
XLOC_000361	TCONS_00000349	TCONS_00000349.p1	SSTP_0001070200	SSTP_0001070200.1
XLOC_000361	TCONS_00000350	TCONS_00000350.p1	SSTP_0001070100	SSTP_0001070100.1
XLOC_000361	TCONS_00003795	TCONS_00003795.p1	SSTP_0001070200	SSTP_0001070200.1
XLOC_000362	TCONS_00000351	TCONS_00000351.p1	SSTP_0001070000	SSTP_0001070000.1
XLOC_000363	TCONS_00000352	TCONS_00000352.p1	SSTP_0001069900	SSTP_0001069900.1
XLOC_000364	TCONS_00000353	TCONS_00000353.p1	SSTP_0001069600	SSTP_0001069600.1
XLOC_000364	TCONS_00003796	TCONS_00003796.p1	SSTP_0001069600	SSTP_0001069600.1
XLOC_000365	TCONS_00000354	TCONS_00000354.p1	SSTP_0001069500	SSTP_0001069500.1
XLOC_000365	TCONS_00000355	TCONS_00000355.p1	SSTP_0001069400	SSTP_0001069400.1
XLOC_000365	TCONS_00003797	TCONS_00003797.p1	SSTP_0001069500	SSTP_0001069500.1
XLOC_000366	TCONS_00000356	TCONS_00000356.p1	SSTP_0001069100	SSTP_0001069100.1
XLOC_000367	TCONS_00000357	TCONS_00000357.p1	SSTP_0001068900	SSTP_0001068900.1
XLOC_000367	TCONS_00000358	TCONS_00000358.p1	SSTP_0001068800	SSTP_0001068800.1
XLOC_000367	TCONS_00003798	TCONS_00003798.p1	SSTP_0001068900	SSTP_0001068900.1
XLOC_000368	TCONS_00000359	TCONS_00000359.p1	SSTP_0001068600	SSTP_0001068600.1
XLOC_000368	TCONS_00000360	TCONS_00000360.p1	SSTP_0001068500	SSTP_0001068500.1
XLOC_000368	TCONS_00003799	TCONS_00003799.p1	SSTP_0001068600	SSTP_0001068600.1
XLOC_000369	TCONS_00000361	TCONS_00000361.p1	SSTP_0001068200	SSTP_0001068200.1
XLOC_000370	TCONS_00000362	TCONS_00000362.p1	SSTP_0001067600	SSTP_0001067600.1
XLOC_000371	TCONS_00000363	TCONS_00000363.p1	SSTP_0001067500	SSTP_0001067500.1
XLOC_000372	TCONS_00000364	TCONS_00000364.p1	SSTP_0001067400	SSTP_0001067400.1
XLOC_000373	TCONS_00000365	TCONS_00000365.p1	SSTP_0001067300	SSTP_0001067300.1
XLOC_000373	TCONS_00003800	TCONS_00003800.p1	SSTP_0001067300	SSTP_0001067300.1
XLOC_000374	TCONS_00000366	TCONS_00000366.p1	SSTP_0001067200	SSTP_0001067200.1
XLOC_000375	TCONS_00000367	TCONS_00000367.p1	SSTP_0001066800	SSTP_0001066800.1
XLOC_000376	TCONS_00000368	TCONS_00000368.p1	SSTP_0001066700	SSTP_0001066700.1
XLOC_000377	TCONS_00003801	TCONS_00003801.p1	SSTP_0001215600	SSTP_0001215600.1
XLOC_000378	TCONS_00000369	TCONS_00000369.p1	SSTP_0001066500	SSTP_0001066500.1
XLOC_000379	TCONS_00000370	TCONS_00000370.p1	SSTP_0001066400	SSTP_0001066400.1
XLOC_000380	TCONS_00000371	TCONS_00000371.p1	SSTP_0001066000	SSTP_0001066000.1
XLOC_000381	TCONS_00000372	TCONS_00000372.p1	SSTP_0001065800	SSTP_0001065800.1
XLOC_000382	TCONS_00000373	TCONS_00000373.p1	SSTP_0001065700	SSTP_0001065700.1
XLOC_000382	TCONS_00003802	TCONS_00003802.p1	SSTP_0001065700	SSTP_0001065700.1
XLOC_000383	TCONS_00000374	TCONS_00000374.p1	SSTP_0001065600	SSTP_0001065600.1
XLOC_000383	TCONS_00003803	TCONS_00003803.p1	SSTP_0001065600	SSTP_0001065600.1
XLOC_000385	TCONS_00003804	TCONS_00003804.p1	SSTP_0001064500	SSTP_0001064500.1
XLOC_000387	TCONS_00003805	TCONS_00003805.p1	SSTP_0001063400	SSTP_0001063400.1
XLOC_000388	TCONS_00000377	TCONS_00000377.p1	SSTP_0001064300	SSTP_0001064300.1
XLOC_000388	TCONS_00003806	TCONS_00003806.p1	SSTP_0001064300	SSTP_0001064300.1
XLOC_000389	TCONS_00000378	TCONS_00000378.p1	SSTP_0000493500	SSTP_0000493500.1
XLOC_000389	TCONS_00003807	TCONS_00003807.p1	SSTP_0000493500	SSTP_0000493500.1
XLOC_000390	TCONS_00000379	TCONS_00000379.p1	SSTP_0001064100	SSTP_0001064100.1
XLOC_000391	TCONS_00003808	TCONS_00003808.p1	SSTP_0001063900	SSTP_0001063900.1
XLOC_000392	TCONS_00003809	TCONS_00003809.p1	SSTP_0001063300	SSTP_0001063300.1
XLOC_000393	TCONS_00000381	TCONS_00000381.p1	SSTP_0001062900	SSTP_0001062900.1
XLOC_000393	TCONS_00003810	TCONS_00003810.p1	SSTP_0001062900	SSTP_0001062900.1
XLOC_000394	TCONS_00000382	TCONS_00000382.p1	SSTP_0001062700	SSTP_0001062700.1
XLOC_000395	TCONS_00000383	TCONS_00000383.p1	SSTP_0001062500	SSTP_0001062500.1
XLOC_000396	TCONS_00000384	TCONS_00000384.p1	SSTP_0001062400	SSTP_0001062400.1
XLOC_000397	TCONS_00000385	TCONS_00000385.p1	SSTP_0001062300	SSTP_0001062300.1
